Bibtex Key	Title	Year	URL	Descartado? (S/N) Marcar critério no parsifal	Qual o método de avaliação utilizado (simulação, modelagem analitica, aferição)?	A aplicação está disponível? Open source? Link	Quais as aplicações utilizadas nos testes realizados? Usou alguma benchmarking tool?	Quais as categorias de aplicações (ImageTools, Math, Streaming)?	Usou algum testbed? Real ou virtual?	Quais e quantos dispositivos foram utilizados?	Qual arquitetura utilizada (Single ou multi-cloudlet, Nuvem, D2D, Híbrido, Edge)?	Quais as métrica de avaliação foram adotadas (tempo, energia)?
8869707	Toward Dynamic HART-Centric Task Offloading over FiWi Infrastructures in the Tactile Internet Era	2019	https://ieeexplore.ieee.org/abstract/document/8869707	Não	Simulação	Não	MATLAB	Math	Não	Não Detalha	MEC	Tempo
8727647	Energy Efficient and Devices Priority Aware Computation Offloading to a Mobile Edge Computing Server	2019	https://ieeexplore.ieee.org/abstract/document/8727647	Não	Simulação	Não	Não Detalha	Não Detalha	Não	Simula vários dispositivos, mas não detalha a quantidade exata ou suas capaidades	MEC	Energia
7997139	An efficient learning automata based task offloading in mobile cloud computing environments	2017	https://ieeexplore.ieee.org/abstract/document/7997139	Não	Simulação	Não	QualNet 4.5, Cloud Learning Automata algorithm (VCLA, AMCC.	Streaming	Não	100 (simulados, não detalha)	MCC	Energia
7997137	Process state synchronization for mobility support in mobile cloud computing	2017	https://ieeexplore.ieee.org/abstract/document/7997137	Não	Modelos Analíticos	Não	MATLAB, COMET, VM-Based Cloudlet, PSS	Math	Não	Não Detalha	MCC	Tempo
9001756	A Study on Computation Offloading in MEC Systems using Whale Optimization Algorithm	2020	https://ieeexplore.ieee.org/abstract/document/9001756	Sim (Short Paper)	-	-	-	-	-	-	-	-
9013596	Joint Data Offloading and Resource Allocation for Multi-Cloud Heterogeneous Mobile Edge Computing Using Multi-Agent Reinforcement Learning	2019	https://ieeexplore.ieee.org/abstract/document/9013596	Não	Simulação	Não	MARL-JDORA	Não Detalha	Não	Não Detalha	MEC	Tempo
8066710	Dynamic-priority based profit-driven scheduling in mobile cloud computing	2017	https://ieeexplore.ieee.org/abstract/document/8066710	Não	Simulação e Aferição	Não	Scheduling Approach (DP), Unit of vVrtual rRsource (UP),  Total Profit of a Job (TP)	Não Detalha	Não	Não Detalha	MCC	Tempo
7460543	Ultra-reliable cloud mobile computing with service composition and superposition coding	2016	https://ieeexplore.ieee.org/abstract/document/7460543	Não	Modelos Analíticos	Não	Não Detalha	Não Detalha	Não	Não Detalha	MCC	Energia
8731873	Joint Offloading and Transmission Power Control for Mobile Edge Computing	2019	https://ieeexplore.ieee.org/abstract/document/8731873	Não	Simulação	Não	Não Detalha	Não Detalha	Não	30 (simulados, não detalha)	MEC	Energia
8254631	Online SLA-Aware Multi-Resource Allocation for Deadline Sensitive Jobs in Edge-Clouds	2017	https://ieeexplore.ieee.org/abstract/document/8254631	Não	Aferição	Não	Primal-Dual, Greedy, Modi Di-Obl, dados do cluster do Google	Não Detalha	Não	Não Detalha	Híbrido	Tempo
8660505	Deep Learning Empowered Task Offloading for Mobile Edge Computing in Urban Informatics	2019	https://ieeexplore.ieee.org/abstract/document/8660505	Não	Modelos Analíticos	Não	Google Maps	Math	Não	Não Detalha	MEC	Tempo
8469066	QoE-Aware Computation Offloading to Capture Energy-Latency-Pricing Tradeoff in Mobile Clouds	2019	https://ieeexplore.ieee.org/abstract/document/8469066	Não	Simulação	Não	DP, ADP, ADPe, Algoritmo de Seleção de Classe, Aplicativo de Reconhecimento Facial, Aplicativo de Video Game	ImageTools e Math	Não	Considera Que Cada Dispostivo Móvel Tem CBatt ¼ 11:55 Wh, HM ¼ 1:8 GHz [, and  PM ¼ 750 mW (mas não detalha a quantidade simulada)	MEC	Energia
8917986	Systematic Literature Review on Penetration Testing for Mobile Cloud Computing Applications	2019	https://ieeexplore.ieee.org/abstract/document/8917986	Sim (Systematic Review)	-	-	-	-	-	-	-	-
8581405	FiWi-Enhanced Vehicular Edge Computing Networks: Collaborative Task Offloading	2019	https://ieeexplore.ieee.org/abstract/document/8581405	Sim (Não Foca em MCC)	-	-	-	-	-	-	-	-
8387654	Predictive offloading in mobile-fog-cloud enabled cyber-manufacturing systems	2018	https://ieeexplore.ieee.org/abstract/document/8387654	Sim (Não Foca em MCC)	-	-	-	-	-	-	-	-
8270632	Selective Offloading in Mobile Edge Computing for the Green Internet of Things	2018	https://ieeexplore.ieee.org/abstract/document/8270632	Não	Simulação	Não	Algoritmo de Reconhecimento Facial	ImageTools	Não	Não  Detalha	Híbrido	Energia
7762913	Energy-Efficient Resource Allocation for Mobile-Edge Computation Offloading	2017	https://ieeexplore.ieee.org/abstract/document/7762913	Não	Simulação	Não	MATLAB	Math	Não	Até 35 (simulados, não detalha)	MEC	Energia
7562110	Mobile offloading game against smart attacks	2016	https://ieeexplore.ieee.org/abstract/document/7466787	Não	Simulação	Não	Não Detalha	Math	Não	Não  Detalha	MCC	Tempo
7997360	Optimal delay constrained offloading for vehicular edge computing networks	2017	https://ieeexplore.ieee.org/abstract/document/7997360	Sim (Não Foca em MCC)	-	-	-	-	-	-	-	-
7752655	Mobile cloudlet assisted computation offloading in heterogeneous mobile cloud	2016	https://ieeexplore.ieee.org/abstract/document/7752655	Não	Simulação	Não	Energy-Efficient, Random, Greedy, Serendipity-C	Não Detalha	Não	40 (simulados com alcance de comunicação circular de 7m,  recursos de computação heterogêneos e vida útil da bateria)	Multi-Cloudlet	Energia
7879258	Mobile Edge Computing: A Survey on Architecture and Computation Offloading	2017	https://ieeexplore.ieee.org/abstract/document/7879258	Sim (Survey)	-	-	-	-	-	-	-	-
8233651	Task offloading decision in fog computing system	2017	https://ieeexplore.ieee.org/abstract/document/8233651	Sim (Não Foca em MCC)	-	-	-	-	-	-	-	-
8675173	Smart-Edge-CoCaCo: AI-Enabled Smart Edge with Joint Computation, Caching, and Communication in Heterogeneous IoT	2019	https://ieeexplore.ieee.org/abstract/document/8675173	Sim (Não Foca em MCC)	-	-	-	-	-	-	-	-
9034260	Offloading with QoS in the Mobile Cloud Computing Environment	2018	https://ieeexplore.ieee.org/abstract/document/9034260	Sim (Short Paper)	-	-	-	-	-	-	-	-
8648069	Remote Cloud vs Local Mobile Cloud: A Quantitative Analysis	2018	https://ieeexplore.ieee.org/abstract/document/8648069	Não	Simulação	Não	Photo Translator, Global Mobile Map Viewing and  Navigation for Online and Offline OSM Maps, NS-3	ImageTools	Não	1. Samsung Galaxy S3 equipado com um processador quadcore Exynos 4412, com freqüência de clock máxima de 1,4 GHz 	MCC	Tempo e Energia
8647906	Multi-User Computation Offloading with D2D for Mobile Edge Computing	2018	https://ieeexplore.ieee.org/abstract/document/8647906	Não	Simulação	Não	Não Detalha	Math	Não	5, 10, 15, 50 (variando nas simulações, não detalha)	MEC	Energia
8406978	Dynamic interface-selection and resource allocation over heterogeneous mobile edge-computing wireless networks with energy harvesting	2018	https://ieeexplore.ieee.org/abstract/document/8406978	Sim (Workshop)	-	-	-	-	-	-	-	-
9014203	Flat-Rate Pricing for Green Edge Computing with Latency Guarantee: A Stackelberg Game Approach	2019	https://ieeexplore.ieee.org/abstract/document/9014203	Não	Simulação	Não	Não Detalha	Math	Não	40 a 50 (simulados, não detalha)	MEC	Energia
8723035	How to Stabilize a Competitive Mobile Edge Computing Environment: A Game Theoretic Approach	2019	https://ieeexplore.ieee.org/abstract/document/8723035	Sim (Não Realizou Experimentos)	-	-	-	-	-	-	-	-
9014018	Linear Network Coded Computation in Mobile Edge Computing	2019	https://ieeexplore.ieee.org/abstract/document/9014018	Sim (Não Realizou Experimentos)	-	-	-	-	-	-	-	-
8276091	Providing data reliability using graph-based application partitioning algorithm in mobile cloud applications	2017	https://ieeexplore.ieee.org/abstract/document/8276091	Sim (Não Realizou Experimentos)	-	-	-	-	-	-	-	-
8270634	Collaborative Mobile Edge Computation Offloading for IoT over Fiber-Wireless Networks	2018	https://ieeexplore.ieee.org/abstract/document/8270634	Não	Modelos Analíticos	Não	 Optimal Enumeration Computation Offloading Scheme (OECO)	Math	Não	Não Detalha	Híbrida	Energia
9014031	Secure Resource Allocation in Mobile Edge Computing Systems	2019	https://ieeexplore.ieee.org/abstract/document/9014031	Não	Simulação	Não	Não Detalha	Não Detalha	Não	Não Detalha	MEC	Energia
9016452	Collaborative Task Offloading for Overloaded Mobile Edge Computing in Small-Cell Networks	2020	https://ieeexplore.ieee.org/abstract/document/9016452	Não	Simulação	Não	EdgeCloudSim	Streaming	Não	100 (simulados, não detalha)	Híbrido	Tempo
8910339	Dynamic Request Scheduling Optimization in Mobile Edge Computing for IoT Applications	2020	https://ieeexplore.ieee.org/abstract/document/8910339	Não	Simulação	Não	NCGG, MO-NSGA, MATLAB R-2019a, Yalmip,  MO-NSGA, HOBS, ROGS	Math	Não	12 a 100 (simulados, não detalha)	MEC	Energia
8761241	Incentive Mechanism for Edge Cloud Profit Maximization in Mobile Edge Computing	2019	https://ieeexplore.ieee.org/abstract/document/8761241	Não	Simulação	Não	PMMRA, Chen’s Algorithm, Zhang’s algorithm	Math	Não	1 a 20 (simulados, não detalha)	Híbrido	Tempo e Energia
8761475	Aggregate Offloading Decision Analysis for Mobile Edge Computing in Software Defined Network	2019	https://ieeexplore.ieee.org/abstract/document/8761475	Sim (Short Paper)	-	-	-	-	-	-	-	-
8758310	Computation Offloading Toward Edge Computing	2019	https://ieeexplore.ieee.org/abstract/document/8758310	Sim (Survey)	-	-	-	-	-	-	-	-
8863731	iTaskOffloading: Intelligent Task Offloading for a Cloud-Edge Collaborative System	2019	https://ieeexplore.ieee.org/abstract/document/8863731	Não	Aferição	Não	Emoticon Detection	ImageTools	Sim. Real	1. Android 4.4, com CPU 4-core,1.2 GHz, Memória DDR 1 GB DDR3 SDRAM, NAND Flash de 32G NAND Flash	Híbrido	Energia
7955362	Improving performance of mobile cloud applications using application partitioning algorithms	2016	https://ieeexplore.ieee.org/abstract/document/7955362	Sim (Não Realizou Experimentos)	-	-	-	-	-	-	-	-
9014733	Resource Management using Machine Learning in Mobile Edge Computing: A Survey	2019	https://ieeexplore.ieee.org/abstract/document/9014733	Sim (Survey)	-	-	-	-	-	-	-	-
8249536	Collaborative Computation Offloading for Multiaccess Edge Computing Over Fiber–Wireless Networks	2018	https://ieeexplore.ieee.org/abstract/document/8249536	Não	Simulação	Não	OECCO, ACCO, GT-CCO	Math	Não	100 (simulados, não detalha)	Híbrido	Tempo e Energia
8958464	Mobility-Aware Tasks Offloading in Mobile Edge Computing Environment	2019	https://ieeexplore.ieee.org/abstract/document/8958464	Não	Aferição	Não	Stanford Drone Dataset	Não Detalha	Não	Não Detalha	MEC	Tempo
8730793	Lightweight Offloading System for Mobile Edge Computing	2019	https://ieeexplore.ieee.org/abstract/document/8730793	Sim (Short Paper)	-	-	-	-	-	-	-	-
8939157	2019 IEEE Communications Society and Information Theory Society Joint Paper Award	2020	https://ieeexplore.ieee.org/abstract/document/8939157	Sim (Short Paper)	-	-	-	-	-	-	-	-
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
				Sim								
				Sim								
				Não	aferiação	Sim, open source. Disponível no Github.	BenchImage	ImageTools	Não	2 computadores 2 smartphones em um teste e 20 smartphones em umm segundo teste	single cloudlet	Tempo de execuçao
				Sim								
				Sim								
				Sim								
				Não	Aferiação	Não	NQueens, Facedetection. Não.	Math, ImageTools	Não	1 dispositivo móvel e 1 notebook, ambos reais	single cloudlet	Tempo médio de execução, Conusmo médio de energia, acurácia da predição e tempo salvo com o offloading
